name,is_hot,genre,style,popularity,engagement,valence,arousal,danceable,not_danceable,mood_group,aggressive,not_aggressive,happy,not_happy,sad,not_sad,relaxing,not_relaxing,bright,dark,acoustic,not_acoustic,electronic,not_electronic,instrumental,vocal,male,female,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,spectral_bandwidth,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,spectral_rolloff,tempo,zero_crossing_rate,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
34+35 Ariana Grande,1,pop,rnb,0.65310645,0.6006096,5.3991365,4.5231566,0.78357536,0.21642467,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.08874189,0.9112581,0.45854396,0.54145604,0.81605345,0.18394653,0.29021567,0.7097843,0.52784866,0.47215134,0.076665804,0.9233341,0.5928705,0.40712953,0.054695766,0.9453042,0.24378018,0.7562198,-130.3031,70.693695,5.3925605,17.039383,5.8478613,-3.3266857,2.2264693,-3.823539,5.354568,2.0348516,-12.147421,-1.1672689,-5.426913,0.40313882,0.31625623,0.31841,0.28241158,0.30448383,0.3550265,0.32345268,0.4390143,0.35273066,0.42319834,0.33116668,0.32775968,2675.430582,2646.530167,21.99653767,16.89394669,20.4987766,19.38195892,19.61492539,19.78893771,44.9801532,5709.666575,112.3471467,0.107599455,0.06102137,0.154668814,-0.024660674,0.02553428,0.00258585,0.005801972
Pink Skies Zach Bryan,1,pop,indie,0.72706014,0.5105802,5.307082,4.381593,0.4461427,0.5538573,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.009793793,0.99020624,0.40000516,0.5999948,0.3038389,0.69616103,0.27084258,0.72915745,0.50725245,0.4927475,0.85216546,0.14783446,0.21103483,0.78896517,0.25875092,0.74124914,0.7147914,0.28520855,-133.27481,97.22125,6.9914365,25.767756,11.679693,9.911314,7.7419314,4.38066,-0.3970491,4.1332927,-3.320141,1.9270006,-4.165046,0.5039467,0.3219395,0.28768897,0.26215383,0.39468265,0.34226385,0.2641289,0.44207013,0.32594618,0.3501341,0.29868546,0.37035173,1933.613664,2310.640563,23.08953369,17.8145621,20.24460728,20.46511918,19.71525555,19.69421862,48.58993848,4172.689416,86.1328125,0.076714058,0.161971373,0.184833899,-0.027543149,0.131192302,-0.020573495,0.03112272
Whoopty CJ,1,hiphop,Hip-Hop,0.52665216,0.7582055,5.50642,4.5100603,0.8757249,0.12427514,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.2830009,0.7169992,0.49648342,0.50351655,0.85896665,0.1410334,0.5403772,0.45962274,0.5002012,0.49979877,0.074330665,0.9256694,0.3714897,0.62851036,0.03657397,0.963426,0.6464956,0.35350442,-127.79357,74.81945,-11.520234,-0.86125743,-9.008647,-4.175364,-8.841567,-5.9446445,-3.3453133,2.030197,-4.5905185,1.8335278,-6.7504597,0.36642748,0.38055205,0.33883807,0.42687482,0.34646532,0.29688773,0.41172194,0.33961183,0.43101594,0.36824542,0.46736354,0.4333979,2487.842398,2291.976097,17.4175986,17.32008649,20.26909562,20.20414833,19.84244493,20.28144676,49.16536343,4943.787156,135.9991776,0.120375289,-0.140227843,-0.206209831,-0.093986445,0.022276259,0.047734897,-0.023826196
Late Night Talking Harry Styles,1,pop,electronic,0.59489024,0.6806918,5.275532,4.3556914,0.92316645,0.076833546,"rollicking, cheerful, fun, sweet, amiable/good natured",0.06811433,0.9318857,0.6040338,0.3959662,0.7006498,0.29935014,0.51084393,0.48915607,0.5252378,0.4747622,0.08274203,0.9172579,0.89087385,0.10912621,0.09598747,0.90401256,0.4041266,0.59587336,-63.251705,87.70496,6.6647325,14.766651,-1.7746085,7.849553,-2.5483277,5.2947206,-4.0205398,3.0218525,-0.29183865,2.7786489,-3.1202302,0.42479905,0.31154063,0.3455227,0.27707517,0.32379985,0.46024016,0.35011137,0.34084195,0.29535377,0.4044002,0.4092026,0.3120219,2406.270467,2543.360405,18.91473397,15.47570875,18.18290611,17.80770407,17.65692071,16.83271344,48.65936363,5310.11982,117.4538352,0.101661025,0.006747082,0.140769561,-0.054159155,-0.020266364,0.003911493,0.011823938
Distant Dam Pimmer,1,pop,indie,0.59863126,0.6109949,5.247283,4.399342,0.84562945,0.15437047,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.30653426,0.6934658,0.64581543,0.35418457,0.67158353,0.3284165,0.7187441,0.2812559,0.52484936,0.4751507,0.17546582,0.8245342,0.6344052,0.3655948,0.235156,0.764844,0.5176441,0.4823558,-42.856842,83.01809,7.988105,25.36897,7.139588,13.511784,5.5256333,7.8301554,-1.4421403,5.003263,1.4378991,-0.6022695,-7.244632,0.32938606,0.24235633,0.377994,0.49916476,0.37196475,0.5268178,0.3313559,0.42074838,0.41293204,0.3977091,0.516224,0.3041382,2532.131004,2722.840475,20.01069446,15.88433587,19.52303989,19.1679866,18.32655654,16.88473354,47.8429904,5710.72546,135.9991776,0.096349036,-0.122714835,0.096587127,0.022825571,0.004204679,-0.005847861,-0.005880665
bad idea right? Olivia Rodrigo,1,rock,electronic,0.44999242,0.7580462,5.2535644,4.4416246,0.9389451,0.061054982,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.64884883,0.35115123,0.72023904,0.27976093,0.8624995,0.13750052,0.8900154,0.1099845,0.4927219,0.50727814,0.02348461,0.9765155,0.7596996,0.24030042,0.11438928,0.8856107,0.33760682,0.66239315,-34.941685,90.81571,-10.332169,29.894566,3.819795,9.410789,0.25992075,9.5212345,3.643589,2.5307968,-1.591998,5.0383945,-4.9200015,0.47769555,0.45416287,0.43943393,0.45418888,0.5588923,0.42097813,0.34673035,0.33986726,0.43837914,0.4262754,0.4077739,0.57840776,2340.437442,2378.844332,21.13844442,14.14049365,16.58049275,17.21643668,16.97645539,17.00323492,47.31691305,4832.446155,129.1992188,0.107763369,0.09094289,-0.059719205,-0.015964222,0.075452143,0.003046789,-0.012331646
Sabotage Cally Rhodes,1,pop,dance,0.60405225,0.7388106,5.437724,4.429195,0.9856932,0.014306902,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.018358646,0.9816414,0.18630305,0.8136969,0.8021612,0.19783874,0.22739659,0.7726034,0.50505054,0.49494946,0.022080285,0.97791976,0.96096355,0.03903641,0.07760338,0.9223966,0.06672275,0.93327725,-59.34319,103.804,4.3570166,16.308231,11.494042,3.766026,9.209288,-0.65868425,3.633046,8.326884,-2.8773897,1.8561798,-1.0655549,0.43593973,0.4818828,0.36307487,0.4544046,0.33221564,0.39921296,0.38888097,0.3974526,0.48252136,0.4245129,0.4792446,0.3539107,2087.797437,2506.026381,24.29039084,15.6474565,17.78595707,18.20477535,18.37456887,19.12398702,45.63611431,4665.273605,123.046875,0.069102734,-0.127680306,-0.058475949,-0.014565785,-0.000851292,-0.002545823,0.016415254
Lies Lies Lies Morgan Wallen,1,pop,rock,0.7842799,0.5729029,5.4047027,4.4092135,0.15691712,0.8430829,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.027335554,0.97266454,0.25692526,0.74307483,0.24980098,0.7501991,0.3028679,0.69713205,0.51687723,0.4831228,0.7515276,0.24847245,0.04041002,0.95958996,0.09280021,0.90719986,0.75327855,0.24672148,-77.543045,109.59336,-0.6820478,19.702465,5.3886633,9.755728,-4.4146466,2.708189,-1.9193171,-2.5550225,-3.495154,2.5175648,-8.570286,0.25664976,0.34196275,0.21943963,0.33445382,0.33305085,0.22828645,0.32980418,0.29921764,0.5136372,0.31075767,0.25156614,0.35694465,1784.858018,2154.147483,21.18806512,17.44420692,19.8944812,19.98425988,20.08950805,17.97694338,47.64120942,3722.129212,107.6660156,0.068543477,-0.008009223,-0.291310672,-0.017969162,0.14685505,0.000550083,-0.020440926
Wind Up Missin' You Tucker Wetmore,1,pop,pop,0.48533753,0.529335,5.382424,4.374236,0.71713364,0.2828663,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.063625485,0.9363745,0.40975857,0.59024143,0.51144433,0.48855567,0.308244,0.691756,0.5256537,0.4743463,0.4128556,0.5871443,0.37399143,0.6260085,0.15319541,0.8468045,0.61903995,0.3809601,-81.837494,111.310814,0.89873105,18.246294,2.9428532,4.5310073,3.972481,-3.4094908,1.0116656,0.7945889,-0.06253864,2.8884525,-2.960669,0.35263637,0.42944407,0.27301955,0.31538263,0.27533197,0.39730513,0.468053,0.31493407,0.3486498,0.33888134,0.5186003,0.3704629,1979.153165,2334.648673,20.35182008,15.16577811,19.29089019,19.03825381,19.18989876,18.61471277,46.91711413,4212.805642,86.1328125,0.078763972,-0.077306541,-0.167706626,0.001253772,-0.124704575,-0.013204976,0.01440661
Efecto Bad Bunny,1,reggae,electronic,0.46573818,0.5318929,5.2536273,4.3689895,0.6821936,0.31780645,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.038442254,0.96155775,0.24738586,0.75261414,0.7495656,0.25043446,0.43746862,0.56253135,0.4626636,0.5373364,0.11028029,0.88971967,0.61632806,0.38367194,0.19660029,0.80339974,0.6515615,0.3484385,-197.81696,70.12408,10.297547,14.309596,10.234017,4.0480022,4.100364,9.12266,-10.50511,5.9179864,4.579611,1.1258242,1.3378474,0.40499875,0.31983367,0.40504354,0.3833582,0.4158002,0.34471834,0.28671908,0.31611452,0.29354075,0.39199674,0.36598542,0.3521404,2055.460212,2284.526847,18.66559756,16.20828316,20.11688841,19.10558106,18.55560814,20.4905416,45.35592671,4414.046414,99.38401442,0.079744169,0.080119697,0.139831893,-0.049199189,-0.028722906,-0.017205428,0.005692568
"I'm Good (Blue) David Guetta, Bebe Rexha",1,electronic,electronic,0.45637158,0.83581626,5.506445,4.5776896,0.94344723,0.056552835,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.124269925,0.8757301,0.39726248,0.6027375,0.8943302,0.10566975,0.69803524,0.30196476,0.5120545,0.48794547,0.073370986,0.926629,0.9302918,0.069708355,0.39568603,0.6043141,0.2090395,0.7909605,5.652325,83.38553,-7.5122614,16.686033,-3.4492133,2.8039556,2.3678722,-1.6608896,-0.63750076,5.1610208,-2.0560622,5.1993046,1.7323437,0.33329186,0.24786508,0.46182567,0.30968103,0.2707164,0.3623341,0.27385324,0.4733055,0.28262016,0.39250985,0.50731045,0.27071273,2577.391099,2542.467336,16.84973445,14.64255533,18.16555235,18.00964066,18.81872837,18.86710142,47.57614588,5405.400648,129.1992188,0.126467273,0.027645596,0.231980329,0.098112632,-0.073030498,0.041062677,-0.013131002
"Kiss Me More (feat. SZA) Doja Cat, SZA",1,pop,pop,0.37367287,0.56363165,5.2307477,4.376378,0.86422366,0.13577628,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.1538968,0.84610325,0.38189152,0.6181085,0.7258542,0.2741458,0.40360266,0.59639734,0.49086523,0.5091348,0.11049088,0.88950914,0.75242966,0.24757028,0.13269427,0.8673058,0.23593028,0.76406974,-136.44553,97.81357,8.218154,29.772436,9.420854,-2.3387077,-4.395785,2.1226056,-8.027665,5.624669,-6.2514625,0.5807313,-3.863727,0.3770807,0.38697368,0.36077785,0.43833563,0.36355498,0.41029125,0.3385129,0.45454648,0.4578017,0.37835974,0.40995696,0.3185764,2099.559565,2278.513382,20.23133138,16.20292987,19.64749907,19.18368698,19.18798588,20.60697531,48.82465305,4413.412923,112.3471467,0.093852802,-0.108131693,0.038840734,0.017639887,0.039843613,0.00223507,-0.004964217
We Are The People ILURO,1,electronic,dance,0.14549768,0.870519,5.3272147,4.326041,0.98368895,0.016311098,"passionate, rousing, confident, boisterous, rowdy",0.4839016,0.5160984,0.15162343,0.8483766,0.9506342,0.0493659,0.7460083,0.25399172,0.4692212,0.5307788,0.049934555,0.9500655,0.9618814,0.038118564,0.1717027,0.8282973,0.13049698,0.869503,-52.00339,87.07417,17.344532,22.643051,4.9348354,9.831835,2.8639836,2.9715953,4.416972,3.9322042,1.387112,2.289887,0.23240612,0.44825158,0.6192319,0.47428855,0.36869934,0.392305,0.38744843,0.5352404,0.38790634,0.39805242,0.39110756,0.41188297,0.44081,2342.783377,2680.780779,22.39111301,14.40682552,16.59211005,16.90344611,17.52750314,16.87766842,45.07620854,5325.59736,151.9990809,0.075890146,0.010328032,-0.109253545,-0.033218944,-0.120698096,0.007861713,0.017785664
KEHLANI Jordan Adetunji,1,hiphop,electronic,0.16429794,0.5481088,5.10515,4.4008174,0.9707074,0.02929255,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.13592406,0.86407596,0.36348027,0.63651973,0.7415808,0.25841922,0.26952195,0.73047805,0.46294525,0.5370548,0.032017704,0.96798235,0.9554823,0.044517584,0.22379471,0.77620524,0.15927982,0.8407201,-68.90243,117.684944,23.896862,15.15566,9.850562,9.977964,4.1256013,2.293224,-4.007987,10.959722,2.0847895,8.585791,0.6784017,0.43308875,0.37283048,0.3083625,0.40346834,0.32651415,0.4382321,0.32223704,0.31317925,0.35871094,0.32576904,0.47488612,0.3364874,2029.845229,2371.648429,20.73147952,16.28681444,19.53803203,18.46891095,18.17343318,18.40296404,47.00690256,4311.546404,80.74951172,0.078459659,-0.064367018,-0.076090751,0.023926296,-0.250927285,0.031884871,0.013205554
"Down And Dark Albert Neve, HAJJ, Jordan Grace",1,electronic,dance,0.43391842,0.73581946,5.3630137,4.316131,0.9643735,0.03562657,"passionate, rousing, confident, boisterous, rowdy",0.12562145,0.87437856,0.32688928,0.6731107,0.8419915,0.1580085,0.6060952,0.39390478,0.5183441,0.4816559,0.13499819,0.8650018,0.8845565,0.115443386,0.05379742,0.9462026,0.20899679,0.79100317,-58.11656,82.52755,10.129468,2.4762092,3.5779548,5.3359423,-2.7288556,2.7437143,-6.1745505,5.576873,-2.6989474,4.2903347,-3.5658343,0.4356347,0.4278286,0.30629757,0.45215178,0.31210664,0.45262843,0.32609126,0.30767435,0.3780058,0.30795172,0.3787543,0.2834018,2688.531538,2792.87049,19.55775754,15.21543021,19.12479188,18.80179557,18.63595306,18.15817307,48.55344594,6024.312513,123.046875,0.113866139,-0.171904235,0.035793018,-0.043875343,0.003447447,0.002135738,0.003632448
LUNCH Billie Eilish,1,pop,electronic,0.51350784,0.7466507,5.4271345,4.4387703,0.92234504,0.07765498,"rollicking, cheerful, fun, sweet, amiable/good natured",0.06757522,0.9324248,0.66012514,0.33987486,0.80313283,0.1968671,0.55355614,0.44644383,0.4976012,0.5023987,0.03563864,0.96436137,0.87737656,0.12262333,0.14836402,0.85163605,0.158015,0.8419849,-169.0283,94.29496,4.361129,21.941029,7.0387645,11.629052,2.1236556,4.4970913,6.215741,5.806735,1.9656947,6.485649,-2.137773,0.39918038,0.35964385,0.38062355,0.324893,0.38423514,0.31471872,0.3067685,0.27218118,0.28711993,0.3403549,0.3755055,0.45535016,1572.769496,1939.906994,19.51713191,15.19962588,17.2062533,16.32517678,16.90529244,16.60005512,42.92907161,3436.766579,123.046875,0.051588898,0.092494515,-0.045367707,0.014499061,0.008297486,-0.013452627,-0.014771865
"Tough Quavo, Lana Del Rey",1,pop,electronic,0.5612559,0.53083396,5.2413225,4.436295,0.7818927,0.2181073,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.034682985,0.965317,0.3261291,0.67387086,0.59525895,0.40474105,0.23639902,0.76360106,0.51364386,0.4863562,0.36821425,0.63178575,0.7438587,0.25614133,0.20233186,0.79766816,0.2707038,0.7292962,-106.15384,114.46663,12.328946,17.705944,6.1229215,7.923193,2.1625545,-3.3320076,4.399998,1.1411684,0.058114044,0.53265554,-2.826426,0.3447767,0.41549903,0.3507528,0.47016773,0.33552688,0.27735704,0.31793496,0.32774055,0.47661293,0.35568485,0.38775963,0.39046928,1677.046042,2194.042927,24.22634865,17.03267003,19.07851935,18.41345601,18.64741146,17.81469535,45.4347546,3614.59515,86.1328125,0.050829971,-0.115776704,-0.154105902,0.122720115,0.095667285,-0.006527215,-0.017857803
Mount Everest Labrinth,1,hiphop,Hip-Hop,0.22033904,0.6413995,5.3186917,4.4166393,0.8289192,0.17108087,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.10129644,0.8987036,0.19111595,0.808884,0.69359106,0.30640894,0.25792947,0.74207056,0.48258784,0.5174122,0.2697642,0.7302359,0.5147588,0.48524117,0.16070011,0.83929986,0.63025755,0.3697425,-154.01448,121.408356,-27.757954,17.34704,0.90155256,6.5943203,-5.5282393,3.7018633,-2.9232159,5.7062078,3.8014596,0.7223576,-0.7865599,0.26833773,0.29851633,0.44536322,0.29789034,0.34641674,0.51558965,0.35165226,0.37530094,0.40360537,0.49438477,0.3216508,0.2582252,1658.525055,1703.705244,21.13545795,15.23947914,18.21021943,18.43689519,20.37838849,20.09098691,49.43046417,3153.18042,89.10290948,0.081257983,0.133700247,0.145562598,-0.071677376,-0.120765679,-0.041142944,-0.020849894
Ginseng Strip 2002 Yung Lean,1,hiphop,Hip-Hop,0.39317697,0.49770626,5.4426565,4.5149555,0.90079576,0.099204265,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.09725181,0.9027482,0.08324771,0.9167523,0.77359325,0.22640668,0.2439453,0.7560547,0.4799629,0.5200371,0.118317515,0.8816824,0.6636288,0.33637118,0.05887392,0.94112605,0.7652379,0.23476195,-98.56609,92.16206,-0.57099384,24.114618,13.184708,0.99209404,-4.3784847,2.855519,-4.358175,5.8470583,-4.0259676,5.0146103,-0.82947266,0.39544916,0.4387505,0.4118265,0.57158357,0.44449535,0.3453192,0.41819766,0.3896301,0.3482347,0.31569776,0.4170267,0.4393685,2205.902378,2353.231189,19.26278177,15.69656332,19.00038629,18.60851837,19.44559275,19.92272849,48.13998793,4543.662057,117.4538352,0.092224407,-0.060245922,-0.006879363,0.037429661,-0.075882546,-0.015820006,0.027969785
The Git Up Blanco Brown,1,hiphop,Hip-Hop,0.6623156,0.7622856,5.516883,4.4900284,0.9513689,0.048631076,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.10642854,0.89357156,0.43626037,0.56373966,0.84794027,0.15205972,0.4378814,0.5621186,0.495476,0.50452393,0.022491256,0.97750866,0.3899022,0.61009777,0.049448438,0.95055157,0.68826675,0.31173328,-172.05157,88.22111,-4.6606565,28.163504,2.1572504,0.5240582,3.1035354,-3.6801553,-0.72330153,9.0327215,1.8725922,8.668618,1.651995,0.4189936,0.39781404,0.36897144,0.47377113,0.56294346,0.41388857,0.4205068,0.41969758,0.52301407,0.4429324,0.47238734,0.5812495,1974.480307,2150.645649,19.74958359,14.44004289,19.16745506,18.13723442,18.40846554,19.45419239,47.21329286,4029.204492,99.38401442,0.07488944,0.015741332,-0.087997626,0.068842213,0.098507063,0.004076588,-0.016237455
Boyfriend Justin Bieber,1,hiphop,Hip-Hop,0.51838607,0.7190795,5.3051085,4.422077,0.9678469,0.032153066,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.03640022,0.96359974,0.26489264,0.7351074,0.76638347,0.2336165,0.4489987,0.5510013,0.47390074,0.52609926,0.0484227,0.9515773,0.81524855,0.18475145,0.05783942,0.94216067,0.43876377,0.56123626,-208.52951,76.8599,1.6551515,9.623933,2.6333342,3.6463647,14.98166,12.605207,3.2883878,0.25189704,-6.4353724,5.6252937,5.3475847,0.5370576,0.5715976,0.30442512,0.3237886,0.33443433,0.39970124,0.33904254,0.34247175,0.40659583,0.38897163,0.46330258,0.40876535,2180.451276,2426.404411,22.13731489,14.78290932,18.07513037,20.70196576,17.22664831,17.75298494,44.30149711,4633.526282,95.703125,0.076214297,-0.007397698,-0.03861939,-0.072285338,-0.037511121,0.028536169,0.064324108
NOSTYLIST Destroy Lonely,1,hiphop,Hip-Hop,0.43198326,0.709968,5.5353165,4.4846783,0.94709116,0.052908912,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.14475802,0.8552421,0.74923337,0.25076666,0.92070913,0.07929078,0.7103762,0.2896239,0.53550416,0.4644958,0.04619387,0.95380616,0.6316177,0.36838228,0.14765543,0.8523446,0.36767417,0.6323259,-50.304848,68.05112,16.257349,9.333838,0.09816286,13.399123,-8.175279,0.7317199,-6.889793,6.1112866,-4.7086124,4.5553637,-2.207174,0.39723137,0.48963976,0.4173633,0.3125526,0.33277145,0.32654077,0.54575384,0.4028304,0.4557946,0.58183855,0.4648,0.5266811,2882.342135,2867.007919,22.10453768,15.83026522,19.93186647,19.53705607,20.54851797,18.59344382,49.09680564,6350.524731,161.4990234,0.104970636,0.140012916,-0.029471147,0.070432487,-0.06960313,0.021288132,0.006924938
"Shakira: Bzrp Music Sessions, Vol. 53 Bizarrap, Shakira",1,pop,electronic,0.641629,0.6839197,5.428203,4.3699627,0.9647985,0.035201453,"rollicking, cheerful, fun, sweet, amiable/good natured",0.06283228,0.93716764,0.49466348,0.5053365,0.84462345,0.15537652,0.37558332,0.62441665,0.516306,0.48369402,0.024957705,0.9750423,0.9334178,0.066582255,0.054328233,0.94567174,0.1228061,0.8771939,-78.115,106.681404,-4.9836526,18.449615,6.7301593,7.223832,7.621079,1.2625042,2.2827725,9.693149,-5.5227404,5.76925,0.31644258,0.3862649,0.29876703,0.40140435,0.2906915,0.36417574,0.3655754,0.2578955,0.33118638,0.32229653,0.48688233,0.3511132,0.3099898,1911.8501,2273.767143,19.97232321,15.331847,19.29280576,19.14197992,19.73554134,21.10687489,48.81145263,4073.968203,123.046875,0.07004783,0.07193309,0.104658326,-0.08188107,-0.104011856,0.000121173,-0.022313528
Espresso Sabrina Carpenter,1,pop,electronic,0.64463866,0.6574723,5.2606435,4.365116,0.9789727,0.021027455,"rollicking, cheerful, fun, sweet, amiable/good natured",0.051420998,0.948579,0.50648195,0.49351808,0.87891567,0.12108442,0.39816853,0.60183144,0.48463014,0.51536983,0.000103948,0.99989605,0.9904026,0.00959746,0.1028889,0.8971111,0.116311915,0.8836881,-49.84134,78.79282,10.201501,18.338001,5.1778116,0.24796267,2.1100423,-3.3083696,1.8460017,-1.0201832,-2.7032018,-0.36526936,-2.1753557,0.42544973,0.38677973,0.45635158,0.3837277,0.4511014,0.29181892,0.26893586,0.36467704,0.3250182,0.3914723,0.3263811,0.41753745,2758.318786,2870.168095,22.25014944,16.1879884,18.06485423,17.00887875,17.448871,17.43093598,45.00057238,6186.591441,103.359375,0.107301331,0.113838293,0.017702365,0.001561771,0.037906836,0.009905837,-0.002491381
Emma Stone Armen Paul,1,pop,indie,0.7592515,0.45705205,5.1855364,4.331105,0.38263506,0.61736494,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.001360091,0.99863994,0.083205536,0.9167945,0.10821807,0.8917819,0.033496145,0.96650374,0.4955103,0.50448966,0.79337335,0.20662664,0.20916557,0.7908344,0.18529692,0.8147031,0.8232784,0.17672163,-200.19814,125.56788,32.5699,34.024597,13.466678,17.708323,-3.9421208,2.0586581,-3.2833998,-2.8053112,-5.3880496,0.69647473,-4.35037,0.30499053,0.22569658,0.29624385,0.29501674,0.2410091,0.31846598,0.26477894,0.28075415,0.23559633,0.33016682,0.6251983,0.37041315,1168.126925,1651.648511,26.39796069,20.45917396,24.79439153,21.36137935,23.22264031,21.17468845,46.02367359,2414.86929,95.703125,0.040366629,-0.156357278,0.218268751,0.078746213,-0.162651008,0.054579994,-0.012901126
"I Don't Care (with Justin Bieber) Ed Sheeran, Justin Bieber",1,reggae,pop,0.6673602,0.77119255,5.3787966,4.273265,0.9864451,0.013554838,"rollicking, cheerful, fun, sweet, amiable/good natured",0.02283489,0.97716516,0.6339839,0.36601612,0.8178318,0.18216814,0.40806124,0.5919388,0.45564297,0.544357,0.006576413,0.99342364,0.7596872,0.24031278,0.040926166,0.95907384,0.41001463,0.5899854,-81.814995,61.882027,0.6685599,16.474207,8.538065,-4.0601916,-13.232923,0.3779312,-8.833343,-0.76194936,-5.7769313,-1.2531235,-2.4581916,0.27948573,0.38876602,0.2754152,0.29543176,0.2522583,0.38461393,0.5057486,0.35293752,0.37894866,0.3617704,0.4501677,0.30230016,2761.316725,2741.584461,20.50480802,17.93085629,20.70068131,18.57356461,18.41836608,17.027733,46.04132959,6080.283166,135.9991776,0.104980062,-0.07910778,-0.072524029,-0.026485048,-0.102626373,0.018339699,0.014504612
Love Grows (Where My Rosemary Goes) Edison Lighthouse,1,pop,rock,0.7142106,0.46482676,5.3568754,4.3091054,0.4208835,0.57911646,"rollicking, cheerful, fun, sweet, amiable/good natured",0.004352556,0.99564743,0.95112664,0.048873276,0.5140794,0.48592058,0.7394452,0.26055482,0.5226453,0.47735465,0.39134082,0.6086592,0.045132853,0.9548672,0.09500805,0.904992,0.5542771,0.44572285,-77.59043,82.29122,-7.4964957,39.123787,-8.274766,14.757401,-3.579603,7.7410593,-3.130152,6.5287614,-4.769195,1.23725,-4.6931624,0.32051116,0.37159783,0.38897765,0.32765168,0.40800843,0.37722108,0.3613051,0.33311743,0.3953246,0.5012884,0.44834533,0.38338044,2542.076476,2402.498943,19.49422184,15.45927554,18.1911176,18.98574473,18.85540542,18.58293738,50.75349312,5246.298817,107.6660156,0.134008446,0.085171353,-0.033342924,-0.071763718,-0.014801769,0.011429012,0.002715369
Space Song Beach House,1,electronic,electronic,0.6566067,0.4369762,5.194629,4.3077807,0.8144962,0.18550383,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.032281682,0.9677183,0.1988268,0.8011732,0.521154,0.478846,0.10254264,0.89745736,0.5259498,0.4740502,0.32175758,0.6782425,0.8160051,0.18399493,0.68754536,0.31245464,0.15290932,0.84709066,-92.01673,123.34827,5.036688,29.878025,2.507672,10.864411,-0.17565987,2.4539073,-1.681185,8.564917,1.9896306,0.3764001,-8.863572,0.2812321,0.21206523,0.38501832,0.4417176,0.233813,0.28751436,0.2797571,0.5990468,0.33618572,0.22550407,0.3418889,0.2500633,1561.861725,2052.251503,21.55205108,16.19848842,20.46959999,21.03057486,19.73223382,18.93987904,48.25114374,3376.134628,143.5546875,0.062964154,-0.088798073,0.204640938,0.152163214,-0.001739916,0.001877426,0.006309872
Cruel Summer Taylor Swift,1,pop,pop,0.6070703,0.6237714,5.307185,4.4329805,0.98431957,0.015680498,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.112888634,0.88711137,0.23916507,0.76083493,0.7605361,0.23946387,0.33228788,0.66771215,0.494228,0.50577193,0.000824905,0.9991751,0.9486795,0.051320516,0.069272265,0.9307277,0.10231206,0.897688,-49.64131,108.79958,-2.9534357,15.589448,7.9827,7.4251037,4.200636,-0.8189355,-1.0948147,8.494667,-5.4516196,2.2400646,-1.2546575,0.4844113,0.5979408,0.38092402,0.3394501,0.4620722,0.28579143,0.32140157,0.28280044,0.4165166,0.5753288,0.38320252,0.4640639,2009.31491,2333.307872,21.49815705,13.59196423,17.35139914,17.05435596,19.00029312,18.68587341,46.71969998,4262.221603,112.3471467,0.084722893,0.06240751,-0.096989292,-0.07207714,0.021439424,0.01680896,0.02002469
